172.21.0.1 - - [04/Jul/2023:13:28:08 +0000] "GET /favicon.ico HTTP/1.1" 404 34622 "http://localhost:90/api" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /api HTTP/1.1" 200 1678 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/fonts/open-sans/400.css HTTP/1.1" 304 0 "http://localhost:90/api" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/swagger-ui/swagger-ui-standalone-preset.js HTTP/1.1" 304 0 "http://localhost:90/api" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/swagger-ui/swagger-ui-bundle.js HTTP/1.1" 304 0 "http://localhost:90/api" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/swagger-ui/swagger-ui.css HTTP/1.1" 304 0 "http://localhost:90/api" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/style.css HTTP/1.1" 304 0 "http://localhost:90/api" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/fonts/open-sans/700.css HTTP/1.1" 304 0 "http://localhost:90/api" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/init-swagger-ui.js HTTP/1.1" 304 0 "http://localhost:90/api" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/web.png HTTP/1.1" 304 0 "http://localhost:90/api" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/webby.png HTTP/1.1" 304 0 "http://localhost:90/api" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/init-common-ui.js HTTP/1.1" 304 0 "http://localhost:90/api" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/logo-header.svg HTTP/1.1" 304 0 "http://localhost:90/api" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/fonts/open-sans/files/open-sans-latin-400-normal.woff2 HTTP/1.1" 304 0 "http://localhost:90/bundles/apiplatform/fonts/open-sans/400.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/swagger-ui/swagger-ui-standalone-preset.js HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/swagger-ui/swagger-ui-bundle.js HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/init-swagger-ui.js HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/init-common-ui.js HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.21.0.1 - - [04/Jul/2023:13:41:30 +0000] "GET /bundles/apiplatform/fonts/open-sans/files/open-sans-latin-700-normal.woff2 HTTP/1.1" 304 0 "http://localhost:90/bundles/apiplatform/fonts/open-sans/700.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
172.18.0.1 - - [15/Aug/2023:13:27:16 +0000] "POST /projects/new HTTP/1.1" 200 44 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:27:45 +0000] "POST /projects/new HTTP/1.1" 200 44 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:27:47 +0000] "POST /projects/new HTTP/1.1" 200 44 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:28:22 +0000] "POST /projects/new HTTP/1.1" 500 90491 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:29:37 +0000] "POST /projects/new HTTP/1.1" 200 22 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:30:07 +0000] "POST /projects/new HTTP/1.1" 200 64 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:30:28 +0000] "POST /projects/new HTTP/1.1" 200 109 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:31:20 +0000] "POST /projects/new HTTP/1.1" 200 24 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:31:52 +0000] "POST /projects/new HTTP/1.1" 200 24 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:32:49 +0000] "POST /projects/new HTTP/1.1" 200 24 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:32:51 +0000] "POST /projects/new HTTP/1.1" 200 24 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:34:15 +0000] "POST /projects/new HTTP/1.1" 200 64 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:34:58 +0000] "POST /projects/new HTTP/1.1" 200 54 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:36:48 +0000] "POST /projects/new HTTP/1.1" 500 89918 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:44:12 +0000] "POST /projects/new HTTP/1.1" 400 57 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:44:33 +0000] "POST /projects/new HTTP/1.1" 500 89321 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:46:50 +0000] "POST /projects/new HTTP/1.1" 500 217497 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:47:09 +0000] "POST /projects/new HTTP/1.1" 400 57 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:47:26 +0000] "POST /projects/new HTTP/1.1" 200 86 "-" "PostmanRuntime/7.32.3"
172.18.0.1 - - [15/Aug/2023:13:48:04 +0000] "POST /projects/new HTTP/1.1" 200 88 "-" "PostmanRuntime/7.32.3"
